descricao_produto_preco_minimo;id_produto;uf;regionalizacao;ano_inicio_vigencia;mes_incio_vigencia;ano_termino_vigencia;mes_termino_vigencia;preco;dsc_unidade_comercializacao;nome_normativo;url
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PB;PB             ;2018;01;2018;12;1.6;kg                                                          ;PORTARIA Nº 14, DE 3 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PB;PB             ;2019;01;2019;12;1.63;kg                                                          ;PORTARIA Nº 141 DE 8 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PB;PB             ;2020;01;2020;12;1.41;kg                                                          ;PORTARIA Nº 313, DE 30 DE DEZE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PB;PB             ;2021;01;2021;12;1.41;kg                                                          ;PREÇOS MÍNIMOS DOS PRODUTOS DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PB;PB             ;2022;01;2022;12;1.63;kg                                                          ;PORTARIA MAPA Nº 376, DE 22 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PB;PB             ;2023;01;2023;12;1.81;kg                                                          ;PORTARIA MAPA Nº 534, DE 19 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PB;PB             ;2024;01;2024;12;1.98;kg                                                          ;PORTARIA MDA Nº 41, DE 29 DE D;https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PE;PE             ;2014;07;2015;06;1.11;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PE;PE             ;2015;07;2016;06;1.18;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PE;PE             ;2016;07;2017;06;1.29;kg                                                          ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PE;PE             ;2017;07;2017;12;1.29;kg                                                          ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PE;PE             ;2018;01;2018;12;1.6;kg                                                          ;PORTARIA Nº 14, DE 3 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PE;PE             ;2019;01;2019;12;1.63;kg                                                          ;PORTARIA Nº 141 DE 8 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PE;PE             ;2020;01;2020;12;1.41;kg                                                          ;PORTARIA Nº 313, DE 30 DE DEZE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PE;PE             ;2021;01;2021;12;1.41;kg                                                          ;PREÇOS MÍNIMOS DOS PRODUTOS DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PE;PE             ;2022;01;2022;12;1.63;kg                                                          ;PORTARIA MAPA Nº 376, DE 22 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PE;PE             ;2023;01;2023;12;1.81;kg                                                          ;PORTARIA MAPA Nº 534, DE 19 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PE;PE             ;2024;01;2024;12;1.98;kg                                                          ;PORTARIA MDA Nº 41, DE 29 DE D;https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PI;PI             ;2014;07;2015;06;1.11;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PI;PI             ;2015;07;2016;06;1.18;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PI;PI             ;2016;07;2017;06;1.29;kg                                                          ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PI;PI             ;2017;07;2017;12;1.29;kg                                                          ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PI;PI             ;2018;01;2018;12;1.6;kg                                                          ;PORTARIA Nº 14, DE 3 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PI;PI             ;2019;01;2019;12;1.63;kg                                                          ;PORTARIA Nº 141 DE 8 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PI;PI             ;2020;01;2020;12;1.41;kg                                                          ;PORTARIA Nº 313, DE 30 DE DEZE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PI;PI             ;2021;01;2021;12;1.41;kg                                                          ;PREÇOS MÍNIMOS DOS PRODUTOS DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PI;PI             ;2022;01;2022;12;1.63;kg                                                          ;PORTARIA MAPA Nº 376, DE 22 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PI;PI             ;2023;01;2023;12;1.81;kg                                                          ;PORTARIA MAPA Nº 534, DE 19 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;PI;PI             ;2024;01;2024;12;1.98;kg                                                          ;PORTARIA MDA Nº 41, DE 29 DE D;https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RN;RN             ;2014;07;2015;06;1.11;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RN;RN             ;2015;07;2016;06;1.18;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RN;RN             ;2016;07;2017;06;1.29;kg                                                          ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RN;RN             ;2017;07;2017;12;1.29;kg                                                          ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RN;RN             ;2018;01;2018;12;1.6;kg                                                          ;PORTARIA Nº 14, DE 3 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RN;RN             ;2019;01;2019;12;1.63;kg                                                          ;PORTARIA Nº 141 DE 8 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RN;RN             ;2020;01;2020;12;1.41;kg                                                          ;PORTARIA Nº 313, DE 30 DE DEZE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RN;RN             ;2021;01;2021;12;1.41;kg                                                          ;PREÇOS MÍNIMOS DOS PRODUTOS DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RN;RN             ;2022;01;2022;12;1.63;kg                                                          ;PORTARIA MAPA Nº 376, DE 22 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RN;RN             ;2023;01;2023;12;1.81;kg                                                          ;PORTARIA MAPA Nº 534, DE 19 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RN;RN             ;2024;01;2024;12;1.98;kg                                                          ;PORTARIA MDA Nº 41, DE 29 DE D;https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RO;RO             ;2014;07;2015;06;1.11;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RO;RO             ;2015;07;2016;06;1.18;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RO;RO             ;2016;07;2017;06;1.29;kg                                                          ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RO;RO             ;2017;07;2017;12;1.29;kg                                                          ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RO;RO             ;2018;01;2018;12;1.6;kg                                                          ;PORTARIA Nº 14, DE 3 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RO;RO             ;2019;01;2019;12;1.63;kg                                                          ;PORTARIA Nº 141 DE 8 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RO;RO             ;2020;01;2020;12;1.41;kg                                                          ;PORTARIA Nº 313, DE 30 DE DEZE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RO;RO             ;2021;01;2021;12;1.41;kg                                                          ;PREÇOS MÍNIMOS DOS PRODUTOS DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RO;RO             ;2022;01;2022;12;1.63;kg                                                          ;PORTARIA MAPA Nº 376, DE 22 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RO;RO             ;2023;01;2023;12;1.81;kg                                                          ;PORTARIA MAPA Nº 534, DE 19 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RO;RO             ;2024;01;2024;12;1.98;kg                                                          ;PORTARIA MDA Nº 41, DE 29 DE D;https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RR;RR             ;2014;07;2015;06;1.11;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RR;RR             ;2015;07;2016;06;1.18;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RR;RR             ;2016;07;2017;06;1.29;kg                                                          ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RR;RR             ;2017;07;2017;12;1.29;kg                                                          ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RR;RR             ;2018;01;2018;12;1.6;kg                                                          ;PORTARIA Nº 14, DE 3 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RR;RR             ;2019;01;2019;12;1.63;kg                                                          ;PORTARIA Nº 141 DE 8 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RR;RR             ;2020;01;2020;12;1.41;kg                                                          ;PORTARIA Nº 313, DE 30 DE DEZE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RR;RR             ;2021;01;2021;12;1.41;kg                                                          ;PREÇOS MÍNIMOS DOS PRODUTOS DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RR;RR             ;2022;01;2022;12;1.63;kg                                                          ;PORTARIA MAPA Nº 376, DE 22 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RR;RR             ;2023;01;2023;12;1.81;kg                                                          ;PORTARIA MAPA Nº 534, DE 19 DE;HTTPS://WWW.IN.GOV.BR/EN/WEB/DOU/-/PORTARIA-MAPA-N-534-DE-19-DE-DEZEMBRO-DE-2022-452020932
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;RR;RR             ;2024;01;2024;12;1.98;kg                                                          ;PORTARIA MDA Nº 41, DE 29 DE D;https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;SE;SE             ;2014;07;2015;06;1.11;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;SE;SE             ;2015;07;2016;06;1.18;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;SE;SE             ;2016;07;2017;06;1.29;kg                                                          ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;SE;SE             ;2017;07;2017;12;1.29;kg                                                          ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;SE;SE             ;2018;01;2018;12;1.6;kg                                                          ;PORTARIA Nº 14, DE 3 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;SE;SE             ;2019;01;2019;12;1.63;kg                                                          ;PORTARIA Nº 141 DE 8 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;SE;SE             ;2020;01;2020;12;1.41;kg                                                          ;PORTARIA Nº 313, DE 30 DE DEZE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;SE;SE             ;2021;01;2021;12;1.41;kg                                                          ;PREÇOS MÍNIMOS DOS PRODUTOS DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;SE;SE             ;2022;01;2022;12;1.63;kg                                                          ;PORTARIA MAPA Nº 376, DE 22 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;SE;SE             ;2023;01;2023;12;1.81;kg                                                          ;PORTARIA MAPA Nº 534, DE 19 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;SE;SE             ;2024;01;2024;12;1.98;kg                                                          ;PORTARIA MDA Nº 41, DE 29 DE D;https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;TO;TO             ;2014;07;2015;06;1.11;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;TO;TO             ;2015;07;2016;06;1.18;kg                                                          ;PORTARIA Nº 201, DE 1º DE JULH;NI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;TO;TO             ;2016;07;2017;06;1.29;kg                                                          ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;TO;TO             ;2017;07;2017;12;1.29;kg                                                          ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;TO;TO             ;2018;01;2018;12;1.6;kg                                                          ;PORTARIA Nº 14, DE 3 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;TO;TO             ;2019;01;2019;12;1.63;kg                                                          ;PORTARIA Nº 141 DE 8 DE JANEIR;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;TO;TO             ;2020;01;2020;12;1.41;kg                                                          ;PORTARIA Nº 313, DE 30 DE DEZE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;TO;TO             ;2021;01;2021;12;1.41;kg                                                          ;PREÇOS MÍNIMOS DOS PRODUTOS DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;TO;TO             ;2022;01;2022;12;1.63;kg                                                          ;PORTARIA MAPA Nº 376, DE 22 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;TO;TO             ;2023;01;2023;12;1.81;kg                                                          ;PORTARIA MAPA Nº 534, DE 19 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ;6331;TO;TO             ;2024;01;2024;12;1.98;kg                                                          ;PORTARIA MDA Nº 41, DE 29 DE D;https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
ALGODÃO EM CAROÇO                       ;4585;AC;AC             ;2014;07;2015;06;19.2;15 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
ALGODÃO EM CAROÇO                       ;4585;AC;AC             ;2015;07;2016;06;21.41;15 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
ALGODÃO EM CAROÇO                       ;4585;AC;AC             ;2016;07;2017;06;21.41;15 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
ALGODÃO EM CAROÇO                       ;4585;AC;AC             ;2017;07;2018;06;23.32;15 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
ALGODÃO EM CAROÇO                       ;4585;AC;AC             ;2018;07;2019;06;22.49;15 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ALGODÃO EM CAROÇO                       ;4585;AC;AC             ;2019;07;2020;06;25.77;15 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ALGODÃO EM CAROÇO                       ;4585;AC;AC             ;2020;07;2021;06;28.8;15 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ALGODÃO EM CAROÇO                       ;4585;AC;AC             ;2021;07;2022;06;30.98;15 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ALGODÃO EM CAROÇO                       ;4585;AC;AC             ;2022;07;2023;06;33.04;15 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ALGODÃO EM CAROÇO                       ;4585;AC;AC             ;2023;07;2024;06;48.18;15 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-452-de-4-de-julho-de-2022-413234156
ALGODÃO EM CAROÇO                       ;4585;AC;AC             ;2024;07;2025;06;47.63;15 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
